rider_slug,riding_hand,total_records,career_qual_pct,career_rides,career_attempts,career_avg_score,career_high_score
A.+Rue,,1,100.0,1,1,62.0,62.0
AJ+Dziekonski,,34,3.13,1,32,62.0,62.0
AJ+Hamre,Left,469,24.88,106,426,77.25,88.5
Aaron+Atkinson,,20,11.11,2,18,79.5,88.0
Aaron+Brewer,Left,158,25.66,39,152,76.26,89.0
Aaron+Dedeaux,,10,44.44,4,9,79.13,83.0
Aaron+Domangue,,1,100.0,1,1,68.0,68.0
Aaron+Fruge,,12,16.67,2,12,61.5,67.0
Aaron+Gibb,Right,107,33.33,31,93,82.19,90.0
Aaron+Kafka,Left,81,36.11,26,72,74.02,84.0
Aaron+Loewen,,13,0.0,0,8,0.0,0.0
Aaron+Lowe,,33,15.63,5,32,72.8,79.0
Aaron+Munoz,,7,0.0,0,3,0.0,0.0
Aaron+Niederegger,,42,23.68,9,38,70.11,77.0
Aaron+Proctor,,28,0.0,0,28,0.0,0.0
Aaron+Roy,Right,1306,40.4,499,1235,84.55,92.0
Aaron+Semas,Left,258,41.18,105,255,85.57,94.5
Aaron+Williams,Right,491,31.87,145,455,79.79,90.5
Abe+Landeros,,35,3.03,1,33,84.0,84.0
Abel+Sanchez,,12,28.57,2,7,72.5,74.0
Abomb+Martinez,,11,0.0,0,11,0.0,0.0
Abraao+Moura+Morais,,2,0.0,0,2,0.0,0.0
Adam+Cook,,23,0.0,0,17,0.0,0.0
Adam+Kendrick,,29,20.0,5,25,80.0,82.0
Adam+Mace,,14,30.77,4,13,82.5,86.0
Adam+Mast,,25,20.83,5,24,82.9,87.0
Adam+Percey,,46,37.5,15,40,74.9,89.5
Adam+Register,,2,0.0,0,2,0.0,0.0
Adam+Townsend,,2,0.0,0,2,0.0,0.0
Adam+Wietzki,,10,0.0,0,10,0.0,0.0
Adam+Wood,,5,0.0,0,3,0.0,0.0
Adilson+Junior,Right,79,18.42,14,76,84.86,88.8
Adrian+Flores,,4,0.0,0,4,0.0,0.0
Adrian+Martines,,1,0.0,0,1,0.0,0.0
Adriano+Moraes,Left,742,54.56,389,713,85.49,95.0
Adriano+Morgan,,16,0.0,0,16,0.0,0.0
Adriano+Salgado,Left,334,41.83,128,306,84.96,93.0
Afonso+Quintino,Left,220,37.81,76,201,82.4,90.05
Agustin+Martinez,,13,0.0,0,12,0.0,0.0
Aidan+Caruso,,31,0.0,0,31,0.0,0.0
Aidan+Ruby,,27,4.0,1,25,67.0,67.0
Alan+de+Souza,Right,448,52.45,214,408,83.74,92.5
Alecio+Ferreira+da+Costa,Left,117,12.5,14,112,85.0,88.5
Alejandro+Rodriguez,,6,0.0,0,6,0.0,0.0
Alex+Cantoral,,45,9.09,4,44,75.43,85.0
Alex+Cardozo,Right,746,24.53,169,689,83.49,90.0
Alex+Cerqueira,Left,559,38.56,204,529,83.99,94.35
Alex+Cook,,1,,,,0.0,0.0
Alex+Goins,,2,0.0,0,2,0.0,0.0
Alex+Heineman,,3,0.0,0,2,0.0,0.0
Alex+Hendricks,,27,21.74,5,23,76.2,83.0
Alex+Jenks,Left,448,9.95,42,422,83.45,90.0
Alex+Junior+da+Silva,Right,178,27.54,46,167,83.35,88.45
Alex+Koberstein,,62,8.47,5,59,71.9,80.0
Alex+Lovelady,,1,0.0,0,1,0.0,0.0
Alex+Marcilio,Right,386,36.7,138,376,84.52,91.2
Alex+Ribeiro,,8,37.5,3,8,82.17,85.5
Alex+Santana,Right,84,10.39,8,77,81.81,85.0
Alexander+De+Avila,,1,0.0,0,1,0.0,0.0
Alf+Graham,,4,33.33,1,3,63.0,63.0
Alfredo+Cano,,1,0.0,0,1,0.0,0.0
Alfredo+Rubalcaba,,25,24.0,6,25,82.8,88.0
Alfredo+Valdez,,4,25.0,1,4,85.85,85.85
Alison+Henrique+de+Lima,Left,13,9.09,1,11,80.5,80.5
Alison+dos+Santos,Left,64,21.05,12,57,80.7,85.45
Alisson+De+Souza,Right,384,40.44,146,361,83.67,90.5
Allen+Miles,,106,1.0,1,100,58.0,58.0
Alvaro+Ariel,Right,178,18.13,31,171,84.63,90.5
Alvin+Detweiler,,30,11.11,3,27,78.83,85.0
Alvy+Alger,,43,19.51,8,41,69.75,80.0
Anden+Ajlouni,,10,0.0,0,7,0.0,0.0
Anderson+de+Oliveira,Left,113,41.18,42,102,84.95,89.5
Andre+Foster,,3,0.0,0,3,0.0,0.0
Andre+Lyamin,,9,0.0,0,9,0.0,0.0
Andre+Rodriguez,,9,0.0,0,9,0.0,0.0
Andrei+Scoparo,Right,73,39.13,27,69,81.57,88.0
Andrew+Alvidrez,Right,798,31.08,234,753,85.58,94.0
Andrew+Frey,,4,0.0,0,4,0.0,0.0
Andrew+Merkin,,1,0.0,0,1,0.0,0.0
Andrew+Soucie,Right,101,9.47,9,95,75.17,82.0
Andrew+Stuebbe,,94,26.25,21,80,76.69,90.0
Andrey+Ferreir,,13,18.18,2,11,56.5,63.0
Andy+Crozier,,177,11.72,17,145,73.88,86.0
Andy+Guzman,Left,258,23.31,55,236,82.98,91.5
Andy+Payne,,1,0.0,0,1,0.0,0.0
Andy+Pearson,Left,56,5.88,3,51,69.33,73.0
Andy+Perkins,,5,0.0,0,4,0.0,0.0
Andy+Thomas,,12,0.0,0,9,0.0,0.0
Andy+Valdez,Left,102,1.02,1,98,70.0,70.0
Andy+Wagner,,2,0.0,0,2,0.0,0.0
Angelo+Rosseto,Right,41,13.51,5,37,80.76,87.5
Anthony+Herrera,,19,0.0,0,17,0.0,0.0
Anthony+Hopen,Left,129,0.0,0,114,0.0,0.0
Anthony+McDonald,,1,0.0,0,1,0.0,0.0
Anthony+Pretty+Weasel,,1,0.0,0,1,0.0,0.0
Anthony+Shanz,,6,0.0,0,5,0.0,0.0
Anthony+Shupe,,39,8.33,3,36,68.33,74.0
Antoine+Moore,,4,0.0,0,4,0.0,0.0
Antonio+Lopez,,1,0.0,0,1,0.0,0.0
Anuar+Borunda,,13,8.33,1,12,69.0,69.0
Ardie+Maier,Right,1656,29.96,447,1492,80.3,94.0
Arisson+Pereira,Right,41,7.89,3,38,83.5,90.0
Armando+Ayala,,1,0.0,0,1,0.0,0.0
Armando+Rodriguez,,21,0.0,0,17,0.0,0.0
Art+Roberts,,63,13.79,8,58,71.5,85.0
Arthur+Peralta,,14,0.0,0,14,0.0,0.0
Arviso+James,,72,1.49,1,67,67.0,67.0
Asael+Barlow,,1,0.0,0,1,0.0,0.0
Ashten+Buzsik,,2,0.0,0,2,0.0,0.0
Ashten+Hawtin,,6,0.0,0,6,0.0,0.0
Ashton+Sahli,Right,292,29.52,80,271,83.89,89.0
Ashton+Slaugh,Left,138,4.69,6,128,78.25,82.5
Ashton+Zabirskre,,3,33.33,1,3,78.2,78.2
Auggie+Zierlein,,23,21.74,5,23,73.2,81.0
Austen+Hamblin,Left,25,8.0,2,25,84.25,85.0
Austin+Beasley,,15,60.0,9,15,83.56,89.0
Austin+Chaffin,Left,17,18.75,3,16,74.0,76.5
Austin+Paley,,98,7.45,7,94,85.19,88.6
Austin+Pateneaude,,4,0.0,0,4,0.0,0.0
Austin+Porras,,8,0.0,0,8,0.0,0.0
Austin+Reyes,,6,0.0,0,6,0.0,0.0
Austin+Richardson,Right,509,28.39,136,479,86.7,94.5
Austin+Swartz,Left,51,19.05,8,42,68.13,77.0
Auto+ONeal,,3,0.0,0,2,0.0,0.0
Avelino+Baca,,16,33.33,5,15,72.2,77.0
Avery+Mullins,Right,140,35.82,48,134,82.57,91.0
Ayden+Dale,Right,24,40.91,9,22,83.93,88.0
Ayden+Fortune,Right,35,23.53,8,34,81.63,88.5
Ayslan+Jeferson,Right,76,14.08,10,71,82.64,87.85
BJ+Jepson,,8,0.0,0,8,0.0,0.0
BJ+McAbee,,1,0.0,0,1,0.0,0.0
BJ+Schumacher,Left,786,53.55,339,633,81.24,95.0
BT+Turner,,6,0.0,0,5,0.0,0.0
Bailey+Searle,,2,0.0,0,1,0.0,0.0
Baler+Raymond,Right,61,10.71,6,56,79.0,84.5
Bandy+Murphy,Right,221,44.44,84,189,80.14,90.0
Bar+Barraza+Betance,,16,21.43,3,14,76.17,86.0
Barney+Creech,,9,11.11,1,9,71.0,71.0
Barney+Jorensen,,1,0.0,0,1,0.0,0.0
Barrett+Manthey,,25,16.0,4,25,64.0,69.0
Barry+Arnestad,,12,8.33,1,12,74.0,74.0
Barry+Peacock,,5,0.0,0,5,0.0,0.0
Bayne+Clark,,14,0.0,0,13,0.0,0.0
Beau+Gardner,,37,22.86,8,35,82.0,87.0
Beau+Hill,,1306,46.79,517,1105,81.53,92.0
Beau+Lindley,,89,39.77,35,88,84.46,91.0
Beau+Mattinson,,37,0.0,0,35,0.0,0.0
Beau+McArthur,,28,28.57,8,28,79.13,87.0
Beau+Southern,,24,4.55,1,22,59.5,59.5
Beaux+Banes-hasty,,5,0.0,0,4,0.0,0.0
Beck+Wandrei,,3,0.0,0,2,0.0,0.0
Ben+Baker,,22,22.22,4,18,83.0,87.5
Ben+Bollant,,20,16.67,3,18,72.67,73.0
Ben+Cook+1,,68,23.44,15,64,78.47,93.0
Ben+Ervin,,11,0.0,0,8,0.0,0.0
Ben+Hager,,48,16.28,7,43,72.14,79.0
Ben+Hoogers,,1,0.0,0,1,0.0,0.0
Ben+Keliher,,17,6.25,1,16,68.0,68.0
Ben+Reid,,6,0.0,0,5,0.0,0.0
Ben+Sittler,,18,0.0,0,18,0.0,0.0
Ben+Wood,,26,4.0,1,25,72.0,72.0
Benie+Fredericks,,9,0.0,0,6,0.0,0.0
Bennett+Weindel,,7,0.0,0,6,0.0,0.0
Bennie+Shetler,,113,1.82,2,110,75.75,84.5
Bernie+Schneider,,2,0.0,0,2,0.0,0.0
Bert+Hershberger,,63,52.27,23,44,76.74,88.0
Bert+Smith,,8,57.14,4,7,77.25,79.0
Bill+Spaletta,,52,21.95,9,41,73.67,85.0
Billie+Miller,,18,5.56,1,18,77.0,77.0
Billy+Bradford,,5,20.0,1,5,75.0,75.0
Billy+Burt,,126,58.04,65,112,76.18,92.0
Billy+Coles,,15,14.29,2,14,61.5,63.0
Billy+Corliss,,34,0.0,0,30,0.0,0.0
Billy+Jones,,4,25.0,1,4,75.5,75.5
Billy+Kinney,,21,9.52,2,21,59.0,66.0
Billy+Lema,,21,20.0,4,20,74.0,82.0
Billy+Peterson,,9,33.33,2,6,75.0,77.0
Billy+Quillan,,441,20.4,81,397,80.04,88.5
Billy+Simmons,,55,15.38,8,52,71.63,79.0
Billy+Stephenson,,104,13.4,13,97,80.84,88.4
Billy+Williams,,7,0.0,0,3,0.0,0.0
Blade+Young,,77,33.8,24,71,77.29,87.0
Bladimir+Rodriguez,,10,0.0,0,9,0.0,0.0
Blain+Street,,22,4.55,1,22,52.0,52.0
Blaine+Beaty,,233,27.15,60,221,79.42,89.0
Blaine+Logg,,62,0.0,0,58,0.0,0.0
Blaine+Petersen,,50,10.2,5,49,79.8,84.0
Blaine+Whipp,,106,42.42,42,99,82.95,89.5
Blair+Hanson,,28,18.52,5,27,82.8,86.0
Blake+Blanchard,,68,15.15,10,66,80.45,87.5
Blake+Geibel,,7,14.29,1,7,44.0,44.0
Blake+Huffman,,26,8.7,2,23,78.5,81.0
Blake+Masden,,26,3.85,1,26,52.0,52.0
Blake+McFann,,45,4.65,2,43,80.0,80.0
Blake+Wellenstein,,2,0.0,0,2,0.0,0.0
Blake+Wilson,,5,0.0,0,5,0.0,0.0
Blayde+Verdin,,4,0.0,0,3,0.0,0.0
Blaze+Mayberry,,7,0.0,0,7,0.0,0.0
Bliss+Yeiter,,58,26.92,14,52,76.86,89.0
Blu+Bryant,,219,39.35,61,155,81.34,95.5
Blu+Rowe,,15,7.14,1,14,68.0,68.0
Blue+Garza,,52,19.57,9,46,72.22,83.0
Blue+Rodriguez,,81,17.11,13,76,74.0,84.0
Blue+Stone,,177,56.52,78,138,79.81,94.0
Bo+Alameda,,7,14.29,1,7,72.0,72.0
Bo+Hage,,18,14.29,2,14,78.75,79.5
Bo+Jackson,,36,9.09,3,33,69.0,70.0
Bo+Spacek,,18,35.29,6,17,74.67,82.0
Bo+Vocu,,334,18.01,56,311,79.41,88.5
Bob+Mitchell,,532,39.25,188,479,83.76,91.15
Bob+Voegel,,78,18.31,13,71,71.39,85.0
Bobby+Albertson,,68,25.81,16,62,71.63,82.0
Bobby+Capps,,62,19.35,12,62,82.71,87.5
Bobby+ODonnell,,57,13.04,6,46,76.0,83.0
Bobby+Rowland,,13,23.08,3,13,71.33,74.0
Bobby+Traywick,,2,0.0,0,1,0.0,0.0
Bobby+Waller,,331,23.84,72,302,77.48,92.0
Bobby+Welch+III,,18,7.14,1,14,84.0,84.0
Bobby+Welsh,,1006,54.86,440,802,80.48,92.5
Bode+Spence,,10,22.22,2,9,81.25,83.5
Bodee+Burr,,36,6.06,2,33,81.5,84.0
Bodee+Spence,,1,0.0,0,1,0.0,0.0
Boo+Christensen,,2,0.0,0,1,0.0,0.0
Boogie+Marquez,,96,6.9,6,87,82.92,85.0
Boston+Leather,,46,21.95,9,41,84.84,86.8
Boudreaux+Campbell,,1055,37.92,353,931,85.14,95.5
Brad+Campbell,,23,13.04,3,23,64.0,67.0
Brad+Colvin,,1,0.0,0,1,0.0,0.0
Brad+Davis,,46,27.5,11,40,76.46,83.0
Brad+Gentrup,,15,7.69,1,13,74.0,74.0
Brad+Hydeen,,1,,,,0.0,0.0
Brad+Jones,,37,39.39,13,33,74.23,84.0
Brad+Link,,12,16.67,2,12,84.5,87.0
Brad+McKee,,128,28.87,28,97,73.52,89.0
Brad+Moreno,,124,25.83,31,120,82.9,89.0
Braden+Richardson,,708,21.95,126,574,83.89,93.5
Bradley+Fife,,39,11.11,4,36,80.0,85.0
Bradley+Phillips,,36,0.0,0,35,0.0,0.0
Bradlin+Penrod,,3,33.33,1,3,83.5,83.5
Brady+Fielder,,533,51.01,252,494,86.32,93.75
Brady+May,,4,0.0,0,3,0.0,0.0
Brady+Painter,,33,0.0,0,31,0.0,0.0
Brady+Turgeon,,196,20.77,38,183,85.08,93.0
Brady+Tyler+Portenier,,843,33.24,247,743,81.05,92.5
Bradyn+Hinsch,,4,0.0,0,4,0.0,0.0
Brahmer+Gaehring,,46,0.0,0,43,0.0,0.0
Braiden+Dooling,,1,0.0,0,1,0.0,0.0
Braidy+Randolph,,366,38.53,131,340,84.7,90.25
Bralyn+Lislegard,,1,0.0,0,1,0.0,0.0
Brand+Matheson,,1,0.0,0,1,0.0,0.0
Brandin+Eckdahl,,6,16.67,1,6,57.0,57.0
Brandon+Ballard,,226,22.01,46,209,81.92,87.0
Brandon+Boston,,1,,,,0.0,0.0
Brandon+Brackney,,5,0.0,0,5,0.0,0.0
Brandon+Breck,,11,0.0,0,10,0.0,0.0
Brandon+Chambers,,348,18.35,60,327,81.53,91.0
Brandon+Erxleben,,12,18.18,2,11,87.0,87.5
Brandon+Hoppe,,14,0.0,0,12,0.0,0.0
Brandon+Hummel,,29,10.71,3,28,70.67,72.0
Brandon+Manning,,30,43.33,13,30,72.54,84.0
Brandon+Martinez,,1,0.0,0,1,0.0,0.0
Brandon+Mountz-Mahan,,15,6.67,1,15,74.0,74.0
Brandon+Reynolds,,477,27.91,120,430,78.97,88.0
Brandon+Sartin,,284,18.26,44,241,78.35,89.0
Brandon+Stackhouse,,16,0.0,0,15,0.0,0.0
Brandon+Wallentine,,136,20.97,26,124,80.62,91.5
Brandon+Williams,,6,0.0,0,6,0.0,0.0
Brannon+Bartlett,,31,40.0,12,30,74.08,86.0
Bransyn+Landon,,17,6.25,1,16,81.6,81.6
Braulio+Barraza,,2,0.0,0,2,0.0,0.0
Braxton+Essary,,17,0.0,0,15,0.0,0.0
Braxton+Patterson,,2,0.0,0,2,0.0,0.0
Braxton+Whitesell,,107,56.0,56,100,82.2,91.5
Braydan+Kilcrease,,150,21.13,30,142,84.46,89.5
Brayden+Lamb,,39,2.7,1,37,73.0,73.0
Brayden+Liberio,,44,7.32,3,41,80.17,86.5
Brayden+Shore,,30,0.0,0,28,0.0,0.0
Brek+Steve+Sanderson,,207,9.18,18,196,79.58,86.0
Brendan+Fisk,,8,25.0,2,8,72.5,81.0
Brendon+Allen,,15,14.29,2,14,66.0,69.0
Brendon+Riley,,2,0.0,0,2,0.0,0.0
Brennan+Polito,,29,44.83,13,29,85.54,87.8
Brenson+Bartlett,,98,32.26,30,93,81.14,88.5
Brent+Roman,,1,,,,0.0,0.0
Brent+Sanchez,,11,10.0,1,10,73.0,73.0
Brent+Vincent,,286,35.42,96,271,85.32,91.5
Brent+Williams,,126,10.89,11,101,73.82,85.0
Brenton+Ross,,31,10.0,3,30,82.33,85.0
Bret+Davis,,17,21.43,3,14,60.33,74.0
Bret+Griffin,,25,28.57,6,21,72.5,83.0
Bret+Timmermans,,16,0.0,0,15,0.0,0.0
Brett+Burrows,,4,0.0,0,4,0.0,0.0
Brett+Crump,,202,29.35,54,184,74.72,86.0
Brett+Cummings,,28,3.85,1,26,79.0,79.0
Brett+Gunderson,,54,1.92,1,52,82.5,82.5
Brett+Hanrahan,,95,23.17,19,82,78.03,89.5
Brett+Holder,,25,10.0,2,20,74.5,76.0
Brett+Hopp,,1,0.0,0,1,0.0,0.0
Brett+Nielsen,,46,37.14,13,35,72.69,84.0
Brett+Tatum,,5,40.0,2,5,72.0,74.0
Brett+Thompson,,56,42.22,19,45,79.84,88.0
Brian+Curtis,,258,40.18,90,224,80.9,92.0
Brian+Frederick,,9,14.29,1,7,76.0,76.0
Brian+Herman,,896,33.1,288,870,85.19,94.5
Brian+Jones,,1,0.0,0,1,0.0,0.0
Brian+Lane+Dunks,,31,16.13,5,31,74.2,81.0
Brian+Marshall,,39,39.29,11,28,71.36,83.0
Brian+Mishey,,18,7.14,1,14,68.0,68.0
Brian+Parker,,3,50.0,1,2,79.0,79.0
Brian+Ross,,1,0.0,0,1,0.0,0.0
Brian+Thome,,13,0.0,0,12,0.0,0.0
Brian+Tome,,3,0.0,0,3,0.0,0.0
Brian+Wilson,,1,0.0,0,1,0.0,0.0
Brian+Winters,,38,8.57,3,35,58.0,70.0
Brian+Wise,,108,21.25,17,80,73.35,85.0
Briar+Hart,,5,20.0,1,5,74.0,74.0
Briggs+Madsen,,257,23.81,55,231,84.61,91.25
Brock+Cooper,,54,16.33,8,49,78.21,85.5
Brock+Fry,,16,0.0,0,16,0.0,0.0
Brock+Poulin,,72,17.39,12,69,81.56,88.0
Brock+Radford,,625,35.77,201,562,83.05,89.5
Brock+Watson,,4,0.0,0,3,0.0,0.0
Brodie+Bates,,46,2.7,1,37,82.5,82.5
Brody+Bandurka,,10,0.0,0,9,0.0,0.0
Brody+Boisvert,,5,0.0,0,5,0.0,0.0
Brody+Bolton,,71,16.13,10,62,78.65,87.5
Brody+Hasenack,,143,28.47,39,137,80.49,86.0
Brody+Martin,,2,0.0,0,2,0.0,0.0
Brody+Nelson,,152,13.33,20,150,79.25,86.0
Brody+Robinson,,155,22.06,30,136,81.51,87.6
Brody+Timmons,,3,0.0,0,3,0.0,0.0
Brody+Westergard,,4,0.0,0,4,0.0,0.0
Bronson+Miller,,15,0.0,0,15,0.0,0.0
Brosnan+Deschine,,1,,,,0.0,0.0
Bruce+Thompson,,1,0.0,0,1,0.0,0.0
Bruin+Bradshaw,,69,23.08,15,65,77.8,85.0
Bruno+Carvalho,,257,32.51,79,243,83.62,89.75
Bruno+Jose+Barros,,42,0.0,0,38,0.0,0.0
Bruno+Leite+Dos+Santos,,16,0.0,0,14,0.0,0.0
Bruno+Roberto,,45,27.27,12,44,83.4,87.0
Bryan+Edwards,,6,0.0,0,5,0.0,0.0
Bryan+Mann,,30,13.79,4,29,76.25,84.0
Bryan+Noyes,,3,0.0,0,3,0.0,0.0
Bryan+Olson,,37,11.76,4,34,67.75,73.0
Bryan+Richardson,,1088,37.96,328,864,83.6,95.0
Bryant+Pierce,,71,7.35,5,68,76.4,84.0
Bryar+Holloway,,4,0.0,0,4,0.0,0.0
Bryce+Barrios,,352,16.84,49,291,81.03,92.0
Bryce+Burnell,,202,19.35,36,186,79.85,91.0
Bryce+Jenkins,,2,0.0,0,2,0.0,0.0
Bryce+Jensen,,361,35.57,122,343,81.53,90.5
Brylee+Galloway,,9,0.0,0,9,0.0,0.0
Brylee+Smith,,51,2.04,1,49,85.5,85.5
Brylen+Dees,,118,13.54,13,96,76.65,83.5
Bryn+Francis,,2,0.0,0,2,0.0,0.0
Bubba+Adams,,35,16.13,5,31,84.8,90.0
Bubba+Predmore,,30,27.59,8,29,73.38,86.0
Buck+Butterfield,,39,2.56,1,39,80.5,80.5
Buck+Ehlebracht,,9,11.11,1,9,67.0,67.0
Buck+Taylor,,13,30.77,4,13,73.75,86.0
Buddy+Gulden,,2,0.0,0,2,0.0,0.0
Bull+Milton,,4,0.0,0,3,0.0,0.0
Burney+Crenshaw,,7,0.0,0,5,0.0,0.0
Buskin+Wilson,,288,25.0,51,204,77.6,93.0
Buster+Prescott,,111,22.64,24,106,72.96,85.0
Byron+Koonsman,,12,33.33,3,9,73.33,76.0
CJ+Schultz,,2,0.0,0,1,0.0,0.0
CJ+Vance,,14,0.0,0,13,0.0,0.0
CL+Turner,,50,16.33,8,49,73.63,87.5
Cade+Griego,,111,32.22,29,90,79.21,88.0
Cade+Morris,,28,3.85,1,26,81.0,81.0
Cade+Sloan,,43,34.29,12,35,74.83,89.0
Caden+Bunch,,267,32.26,80,248,85.82,90.5
Caden+Fitzpatrick,,100,16.13,15,93,81.21,85.5
Caden+Kiser,,1,0.0,0,1,0.0,0.0
Caeden+Earl,,22,19.05,4,21,81.63,83.5
Caelan+Reynolds,,118,17.54,20,114,79.58,87.5
Caic+Cassio+Carvalho,,45,48.84,21,43,83.6,87.0
Caison+Burrus,,22,9.09,2,22,84.75,90.5
Cal+Keenan,,1,,,,0.0,0.0
Cal+Peterson,,113,33.33,33,99,74.55,85.0
Cal+Wright,,36,27.27,9,33,76.78,92.0
Caleb+Cantrell,,50,12.5,6,48,81.67,87.0
Caleb+Goodwin,,8,0.0,0,7,0.0,0.0
Caleb+Lund,,19,5.56,1,18,66.0,66.0
Caleb+McCaslin,,204,17.62,34,193,81.78,88.5
Caleb+McMillan,,182,31.76,54,170,77.6,88.0
Caleb+O,,,,,,,
Caleb+OShea,,17,12.5,2,16,75.75,83.5
Callum+Miller,,485,28.82,132,458,83.95,91.0
Calssidy+Matthews,,109,23.96,23,96,79.8,90.0
Calvin+Finney,,1,0.0,0,1,0.0,0.0
Cam+Webb,,2,0.0,0,2,0.0,0.0
Camden+Moore,,3,0.0,0,3,0.0,0.0
Cameron+Castleberry,,279,40.16,100,249,76.44,93.0
Cameron+Holley,,20,0.0,0,17,0.0,0.0
Cameron+Mulrony,,121,20.91,23,110,71.26,83.0
Cameron+Plaisted,,2,0.0,0,2,0.0,0.0
Barry+Meredith,,3,0.0,0,3,0.0,0.0
Beni+Paulson,,110,48.54,50,103,80.82,89.0
Cameron+Tune,,3,0.0,0,3,0.0,0.0
Camo+Mullins,,257,22.82,55,241,75.93,87.0
Camren+DeCoteau,,47,0.0,0,44,0.0,0.0
Cannon+Cravens,Right,283,36.48,89,244,84.79,91.5
Canyon+Bass,Left,378,25.99,85,327,83.88,91.0
Carl+Gray,,9,0.0,0,7,0.0,0.0
Carl+Mitchell,,5,0.0,0,4,0.0,0.0
Carl+Oldham,,8,0.0,0,8,0.0,0.0
Carl+Pottala,,1,0.0,0,1,0.0,0.0
Carl+Sherman,,4,0.0,0,4,0.0,0.0
Carlos+Garcia,Right,501,27.77,133,479,82.87,89.0
Carsen+Jessop,,33,6.67,2,30,77.5,78.0
Carson+Griffith,,3,0.0,0,2,0.0,0.0
Carson+Grimm,,20,27.78,5,18,78.4,82.0
Carson+Watford,Left,37,17.14,6,35,81.58,86.0
Carson+Young,,2,0.0,0,2,0.0,0.0
Carter+Hanson,,48,4.17,2,48,70.0,75.0
Carter+Sahli,Right,55,9.8,5,51,79.5,82.5
Carter+Shaw,,24,9.52,2,21,75.0,77.5
Case+Drake,Right,152,24.17,29,120,79.66,93.0
Casey+Baize,Right,577,24.41,104,426,80.86,93.0
Casey+Berends,,31,10.34,3,29,71.67,78.0
Casey+Brockway,,15,7.14,1,14,68.0,68.0
Casey+Collom,,25,21.74,5,23,69.5,78.5
Casey+Cooley,Right,117,33.04,37,112,76.55,88.0
Casey+Deardorff,Right,51,15.22,7,46,72.36,82.0
Casey+Decker,Right,83,23.53,16,68,82.06,88.5
Casey+Haynes,,57,1.79,1,56,81.0,81.0
Casey+Jessop,,28,3.7,1,27,85.0,85.0
Casey+Lowick,,64,30.16,19,63,83.97,87.0
Casey+Roberts,Right,185,23.03,38,165,84.67,90.25
Casey+Shafer,,17,11.76,2,17,78.0,81.0
Casey+Smalling,,9,0.0,0,8,0.0,0.0
Casey+Stone,,73,6.35,4,63,77.0,82.0
Casey+Upchurch,Left,17,41.67,5,12,78.8,83.0
Casey+Wright,,67,33.96,18,53,72.94,83.0
Casey+Yates,,37,12.12,4,33,72.25,78.0
Cash+Keeling,Right,66,18.03,11,61,83.25,89.0
Cash+Money+Walker,,8,0.0,0,8,0.0,0.0
Cash+Reid,Right,19,17.65,3,17,86.83,88.5
Cash+Toews,Right,178,15.29,26,170,79.5,92.5
Cassio+Dias,Right,289,50.0,132,264,87.12,98.25
Cauy+Schmidt,Right,161,26.49,40,151,82.49,89.0
Cavalry+Norris,,8,12.5,1,8,79.0,79.0
Caynyon+Jolly,Left,42,20.0,7,35,81.66,86.5
Cesar+Betancourt,,3,0.0,0,3,0.0,0.0
Chad+Brennan,,87,37.18,29,78,81.02,90.0
Chad+Brinkman,,1,0.0,0,1,0.0,0.0
Chad+Castillo,Left,345,43.05,130,302,82.9,95.0
Chad+Cochran,,61,43.1,25,58,71.72,83.0
Chad+Cole,Left,183,22.67,39,172,75.59,89.0
Chad+Couch,Right,19,16.67,3,18,78.0,89.0
Chad+Davidson,,17,23.53,4,17,79.75,85.0
Chad+Denton,Left,757,34.5,227,658,83.74,92.5
Chad+Duit,,6,0.0,0,6,0.0,0.0
Chad+Eneas,,22,0.0,0,19,0.0,0.0
Chad+Eubank,Right,325,40.07,111,277,77.76,92.0
Chad+Greenhalgh,,2,0.0,0,2,0.0,0.0
Chad+Highfill,,6,16.67,1,6,80.0,80.0
Chad+Kiel,,3,33.33,1,3,63.0,63.0
Chad+Kilby,,1,100.0,1,1,82.0,82.0
Chad+Klein,Right,107,26.83,22,82,79.18,88.0
Chad+Lovern,,54,29.73,11,37,82.0,88.0
Chad+Mast,,7,0.0,0,6,0.0,0.0
Chad+Mizer,,23,22.22,4,18,80.75,83.0
Chad+Phipps,,87,19.28,16,83,79.06,88.0
Chad+Pighin,,15,13.33,2,15,67.5,69.0
Chad+Raver,Left,87,11.11,8,72,73.25,80.0
Chad+Riordan,,15,8.33,1,12,78.0,78.0
Chad+Tenborg,,7,0.0,0,7,0.0,0.0
Chad+Tontoro,,1,0.0,0,1,0.0,0.0
Chad+Wareham,,54,16.67,9,54,84.78,89.0
Chad+Williams,,22,5.26,1,19,70.0,70.0
Chalito+Rucobo,,14,0.0,0,14,0.0,0.0
Chance+Kling,,8,12.5,1,8,80.0,80.0
Chance+Lopez,Left,67,9.52,6,63,78.5,87.0
Chance+Morgan,,1,0.0,0,1,0.0,0.0
Chance+Robison,Right,70,25.4,16,63,81.5,92.0
Chance+Schott,Right,495,23.22,101,435,82.76,91.0
Chance+Thomas,,28,3.57,1,28,64.0,64.0
Chancey+Stoner,,14,0.0,0,13,0.0,0.0
Chanse+Phoenix,,11,0.0,0,11,0.0,0.0
Chanse+Switzer,Left,158,24.0,36,150,83.46,88.2
Charles+Finlaw,,16,7.14,1,14,40.0,40.0
