bull_id,name,power_rating,avg_bull_score,avg_adjusted,attempts,rides,avg_ride_score,buckoff_pct,pre_ride_prob,hand_advantage_pct,hand_advantage_dir,lh_wins,lh_losses,lh_pct,lh_total,rh_wins,rh_losses,rh_pct,rh_total,top_riders_wins,top_riders_losses,top_riders_pct,contractor,active,round_wins,rider_round_wins
19244,573 Gold Coast Gambler (19244),63.27,21.588,,22,12,87.29,45.45,,11,LEFT,2,5,28.57,7,4,6,40.0,10,6,11,35.29,Gold Coast Gambler,True,0,1
19245,40 Exodus (19245),46.2,20.875,,10,7,84.57,30.0,,33,LEFT,0,2,0.0,2,2,4,33.33,6,1,5,16.67,Exodus,True,1,0
19246,152 Undertaker (19246),53.55,21.444,,9,5,86.8,44.44,,27,RIGHT,2,1,66.67,3,2,3,40.0,5,2,4,33.33,Undertaker,True,0,0
19247,500 Skoal's Wrangler (19247),0.0,19.875,,2,2,81.5,0.0,,,,,,,,,,,,,,,Skoal's Wrangler,True,0,0
19248,KK381 Brushpopper (19248),0.0,19.75,,1,1,80.0,0.0,,,,,,,,,,,,,,,Brushpopper,True,0,0
19249,F6 Hard Copy Skoal (19249),77.5,22.144,,35,14,88.18,60.0,,5,RIGHT,6,4,60.0,10,11,9,55.0,20,15,13,53.57,Hard Copy Skoal,True,4,2
19250,G28 Crossroads II (19250),66.38,21.591,,12,5,85.3,58.33,,40,LEFT,2,3,40.0,5,4,1,80.0,5,6,4,60.0,Crossroads II,True,0,1
19251,T99 Tommy Boy (19251),0.0,20.313,,4,0,0.0,100.0,,,,,,,,,,,,,,,Tommy Boy,True,0,0
19252,21 Blackjack (19252),0.0,17.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,Blackjack,True,0,0
19253,U51 High Gear (19253),0.0,19.75,,1,0,0.0,100.0,,,,,,,,,,,,,,,High Gear,True,0,0
19254,42 Boom Shacalaca (19254),67.84,21.417,,17,6,84.83,64.71,,37,LEFT,3,4,42.86,7,4,1,80.0,5,7,5,58.33,Boom Shacalaca,True,0,0
19255,U4 Lookout (19255),0.0,20.5,,1,1,79.0,0.0,,,,,,,,,,,,,,,Lookout,True,0,0
19256,T55 Little Drifter (19256),0.0,20.0,,3,1,74.0,66.67,,,,,,,,,,,,,,,Little Drifter,True,0,0
19257,9 Wimpy (19257),68.86,21.458,,16,4,84.38,75.0,,50,RIGHT,3,0,100.0,3,3,3,50.0,6,5,2,71.43,Wimpy,True,1,1
19258,-0 Napalm (19258),0.0,17.5,,1,1,73.0,0.0,,,,,,,,,,,,,,,Napalm,True,0,0
19259,141 Sandman (19259),54.2,21.25,,10,7,87.36,30.0,,20,RIGHT,2,3,40.0,5,1,4,20.0,5,3,6,33.33,Sandman,True,0,1
19260,K77 Riverdance (19260),77.22,20.958,,9,1,83.0,88.89,,,,2,0,100.0,2,5,0,100.0,5,6,0,100.0,Riverdance,True,1,0
